Simulation,Final_Portfolio_Value
1162,1.291592799
1163,1.053965496
1164,1.102515521
1165,1.249602319
1166,0.914796806
1167,1.178974208
1168,1.082092117
1169,1.194977616
1170,1.025606427
1171,1.078172895
1172,0.947956226
1173,1.043048924
1174,1.107621192
1175,1.082143639
1176,1.345775351
1177,1.238737881
1178,0.947437886
1179,1.228895565
1180,1.169846952
1181,1.056519315
1182,1.469731083
1183,1.171809436
1184,1.120211402
1185,1.212294108
1186,1.137046796
1187,1.255467369
1188,1.055739871
1189,1.443835774
1190,1.01416609
1191,1.450327353
1192,1.178517867
1193,1.175244263
1194,1.10722469
1195,1.267592612
1196,1.308581279
1197,1.10520755
1198,1.008119926
1199,1.113281011
1200,0.997934893
1201,1.028645926
1202,0.963146609
1203,0.987684956
1204,1.310592091
1205,1.057666147
1206,1.081461782
1207,1.281497858
1208,1.330793218
1209,1.422539606
1210,1.114553162
1211,1.46393906
1212,1.16295863
1213,1.185849568
1214,1.361120633
1215,1.342073692
1216,1.21819745
1217,1.092540799
1218,1.25528716
1219,1.305022337
1220,1.03015352
1221,1.205913852
1222,1.104093257
1223,1.176105568
1224,1.131288375
1225,1.094555056
1226,1.159055432
1227,1.262346257
1228,1.230285598
1229,1.29222998
1230,1.015679927
1231,1.484276463
1232,1.216036867
1233,1.119979406
1234,1.167050189
1235,1.449645073
1236,1.403072488
1237,1.361741441
1238,1.21852888
1239,1.36842217
1240,1.285148686
1241,1.400529954
1242,1.136828932
1243,1.096517151
1244,1.192052554
1245,1.384380423
1246,1.114892927
1247,1.378044937
1248,1.092155569
1249,1.187681748
1250,1.39689551
1251,1.171503008
1252,1.237500422
1253,1.323010528
1254,1.262043716
1255,1.20876348
1256,1.020062093
1257,1.197897606
1258,1.240647012
1259,1.30403326
1260,1.220741442
1261,1.360874688
1262,1.180171655
1263,1.302812901
1264,1.238170271
1265,1.063834135
1266,1.287683903
1267,1.407436557
1268,1.310256527
1269,1.099503267
1270,1.172199819
1271,1.065444822
1272,1.022394665
1273,1.165691222
1274,1.132215356
1275,1.066128408
1276,1.092337659
1277,1.402140999
1278,1.240922697
1279,1.056676851
1280,1.206766591
1281,1.280451627
1282,1.30033856
1283,1.340589086
1284,1.238018358
1285,1.261419679
1286,1.208234038
1287,1.353773951
1288,1.054685163
1289,1.245473842
1290,1.299339515
1291,1.12011545
1292,0.89793943
1293,1.20849738
1294,1.15245575
1295,1.374923039
1296,1.001907292
1297,1.029685918
1298,1.336458954
1299,1.078028997
1300,1.372347341
1301,1.295818542
1302,1.437609084
1303,1.580563389
1304,1.276043236
1305,1.257029343
1306,1.594760935
1307,1.088665686
1308,1.433574143
1309,0.932162913
1310,1.063051552
1311,1.254637874
1312,1.207230661
1313,1.309557331
1314,1.149514344
1315,1.059113921
1316,1.23888064
1317,1.234050445
1318,0.984857761
1319,1.255708135
1320,1.442601609
1321,1.123430454
1322,1.15085634
1323,1.072287817
1324,1.374014411
1325,1.153129761
1326,1.289608371
1327,1.30126941
1328,1.250073176
1329,1.290287864
1330,1.228396037
1331,1.332154373
1332,1.05933871
1333,1.298000135
1334,1.132961069
1335,1.025581575
1336,1.226651543
1337,1.260126595
1338,1.086180785
1339,1.198535955
1340,1.220620835
1341,1.390093638
1342,1.530291184
1343,1.211118551
1344,1.058118158
1345,1.140092677
1346,1.275834104
1347,1.111061011
1348,1.483149079
1349,1.245202701
1350,1.326935104
1351,1.51136045
1352,1.236260933
1353,1.128037295
1354,1.061874019
1355,1.017049919
1356,0.991979918
1357,1.297234992
1358,1.507251792
1359,1.35809444
1360,1.25768135
1361,1.03585121
1362,1.100404014
1363,1.436859278
1364,1.111315839
1365,1.3331954
1366,1.217026003
1367,1.17524021
1368,1.141264175
1369,1.541267432
1370,1.094384069
1371,1.102424432
1372,1.175866617
1373,1.30704903
1374,1.280170912
1375,1.020440968
1376,1.095224156
1377,1.454088645
1378,1.192319944
1379,1.070657806
1380,1.256786298
1381,1.058989581
1382,1.180282878
1383,1.334227859
1384,1.361724397
1385,1.197993883
1386,1.277725085
1387,1.20160716
1388,1.233553415
1389,1.439843982
1390,1.349976905
1391,1.205532852
1392,1.403468614
1393,1.19231738
1394,1.152945652
1395,1.261741246
1396,1.485285737
1397,1.46223568
1398,1.031060789
1399,1.628084172
1400,1.146415059
1401,1.203681192
1402,1.074277981
1403,1.2663996
1404,1.178254385
1405,1.008350507
1406,1.279046898
1407,0.909818383
1408,1.134138025
1409,1.031623584
1410,1.179492802
1411,1.296883905
1412,1.271108771
1413,1.116455742
1414,0.994368757
1415,1.100778133
1416,1.087138704
1417,1.554870438
1418,1.488712109
1419,1.390703969
1420,0.892210464
1421,1.264469545
1422,1.32765787
1423,1.220032527
1424,1.158966058
1425,1.315509094
1426,1.048998812
1427,1.420002421
1428,1.292120674
1429,1.05016647
1430,1.236452429
1431,1.086001564
1432,0.928309373
1433,1.162834411
1434,1.110293881
1435,1.102215642
1436,1.278217766
1437,1.398371877
1438,1.232568375
1439,1.270858326
1440,1.17878488
1441,1.131750274
1442,1.056131518
1443,1.222457569
1444,1.327458302
1445,1.301699886
1446,1.486896943
1447,1.271877062
1448,1.183720053
1449,1.282167007
1450,1.288547389
1451,1.042025722
1452,1.51473319
1453,1.272688262
1454,1.262548327
1455,1.056448038
1456,1.047378462
1457,1.18527373
1458,1.338417376
1459,1.155947139
1460,1.368439525
1461,1.210136442
1462,1.080411688
1463,1.150253167
1464,1.184061575
1465,1.071625173
1466,1.135236559
1467,1.251319513
1468,1.028702353
1469,0.945589478
1470,1.26420444
1471,1.274929179
1472,1.227308022
1473,1.303457746
1474,1.263579448
1475,1.256600283
1476,1.195124756
1477,1.277752218
1478,1.367170183
1479,1.136116381
1480,1.423529087
1481,1.230737099
1482,1.535499026
1483,1.305119775
1484,1.154735632
1485,1.04092801
1486,1.252925749
1487,1.134314323
1488,1.068642752
1489,1.107736207
1490,1.219775697
1491,1.429521159
1492,1.335843726
1493,1.058473404
1494,1.300476826
1495,1.198518073
1496,1.22837008
1497,1.280406629
1498,1.364815294
1499,0.957678401
1500,1.323782711
1501,1.019788114
1502,1.065975857
1503,1.172126282
1504,1.078114787
1505,1.102288696
1506,1.078038676
1507,1.077904552
1508,1.506648648
1509,1.042448781
1510,1.408786756
1511,1.318653332
1512,1.199628202
1513,1.40139875
1514,1.050978025
1515,1.618344963
1516,1.50422856
1517,1.275990294
1518,1.290513858
1519,1.364941928
1520,1.01574901
1521,1.202009712
1522,1.237562942
1523,1.356890721
1524,1.16821349
1525,1.230185926
1526,1.239448271
1527,1.254986686
1528,1.143276277
1529,1.303140277
1530,1.164041234
1531,1.539276979
1532,1.765846522
1533,1.357571622
1534,1.171551713
1535,1.086534569
1536,0.902069103
1537,1.458849451
1538,1.162898435
1539,1.021805645
1540,1.222931737
1541,1.32153762
1542,1.296124901
1543,1.035957721
1544,1.125496942
1545,1.100166708
1546,1.05614644
1547,1.477909157
1548,1.387276496
1549,1.351925565
1550,1.011868836
1551,1.175210346
1552,1.232323625
1553,1.183218561
1554,1.089479513
1555,0.983646806
1556,0.901493825
1557,1.045005103
1558,1.07486019
1559,1.182028469
1560,1.202210206
1561,1.303890668
1562,1.408242067
1563,1.363555043
1564,1.228127307
1565,1.391044597
1566,1.301771635
1567,1.206507342
1568,1.038914282
1569,1.222260171
1570,1.152076798
1571,1.275078312
1572,1.333587471
1573,1.183679847
1574,1.181072041
1575,1.052589889
1576,1.176039765
1577,1.21721416
1578,1.260412017
1579,1.362474492
1580,1.133982185
1581,1.167943109
1582,1.21053791
1583,1.265894552
1584,1.094007911
1585,1.267571787
1586,1.286131493
1587,1.306249463
1588,1.181533383
1589,1.140396772
1590,1.357826959
1591,1.213199612
1592,1.026392608
1593,1.139372941
1594,1.433532754
1595,1.089913632
1596,1.200875166
1597,1.384792582
1598,0.972380112
1599,1.08379064
1600,1.151461435
1601,1.140423296
1602,1.516168615
1603,1.111381421
1604,1.149437204
1605,1.444560819
1606,1.07246698
1607,1.412600171
1608,1.568464697
1609,1.195913963
1610,1.153643661
1611,1.117097946
1612,1.088511997
1613,1.193743407
1614,1.456906715
1615,1.06777571
1616,1.193288162
1617,1.037861493
1618,1.181747664
1619,1.257804511
1620,0.964876352
1621,1.45729488
1622,1.048813337
1623,1.238206948
1624,1.227167964
1625,1.065816226
1626,1.225938426
1627,1.168077621
1628,1.246710397
1629,1.367061373
1630,1.175521053
1631,1.097739882
1632,1.275829281
1633,1.034532314
1634,1.414607784
1635,1.30402468
1636,1.184908759
1637,1.169931397
1638,1.40518025
1639,1.209486387
1640,1.273958979
1641,1.060177037
1642,1.049698588
1643,1.364282201
1644,1.24195814
1645,0.970317467
1646,1.225578981
1647,1.144417888
1648,1.310555545
1649,1.17294074
1650,1.26404506
1651,1.378632037
1652,1.107535256
1653,1.09895558
1654,1.335506241
1655,1.127566024
1656,1.272408383
1657,1.086441466
1658,1.031678222
