Simulation,Final_Portfolio_Value
1659,1.361279729
1660,1.080318012
1661,1.17491467
1662,1.21086767
1663,1.367092307
1664,1.233842913
1665,1.37534275
1666,1.301413681
1667,1.19470005
1668,1.212545928
1669,1.563342918
1670,1.122986767
1671,1.133148147
1672,1.551104676
1673,1.175859759
1674,1.215846692
1675,1.462472084
1676,1.135798303
1677,1.160434036
1678,1.1561334
1679,1.347986355
1680,1.116509881
1681,1.092423352
1682,1.139545235
1683,1.181511091
1684,1.063332896
1685,1.072997627
1686,1.181201982
1687,1.379786211
1688,1.167808894
1689,1.327196399
1690,1.121639844
1691,1.301469197
1692,1.091580973
1693,1.212619554
1694,1.404242611
1695,1.010741749
1696,1.230941355
1697,1.295900459
1698,0.994996142
1699,0.97579598
1700,1.238773999
1701,0.986816973
1702,1.315434934
1703,1.133594983
1704,1.060121875
1705,1.485141123
1706,1.459482116
1707,1.221162599
1708,1.361152725
1709,1.338264791
1710,1.124158411
1711,1.255409376
1712,0.971619347
1713,1.622421214
1714,1.084490263
1715,1.380888262
1716,1.37166499
1717,1.187222955
1718,1.282147159
1719,1.4062183
1720,1.276325784
1721,1.037778523
1722,1.316615915
1723,1.57643322
1724,1.19851274
1725,1.115086064
1726,1.610208514
1727,1.099891703
1728,1.176331445
1729,1.271267182
1730,1.11562923
1731,1.248935535
1732,1.540699313
1733,1.273388355
1734,1.108903038
1735,1.080507903
1736,1.014014684
1737,0.893312217
1738,1.323293404
1739,1.360186853
1740,1.177001211
1741,1.032064336
1742,1.245330081
1743,1.159342016
1744,1.137039303
1745,1.154944137
1746,1.183917905
1747,1.309528145
1748,1.030245158
1749,1.090127978
1750,1.351805846
1751,1.118677671
1752,1.149914849
1753,1.198405249
1754,1.231415623
1755,1.093686767
1756,1.405608931
1757,1.189716977
1758,0.935805679
1759,1.126824176
1760,1.689909668
1761,0.903816665
1762,1.225371312
1763,1.160836805
1764,1.269345059
1765,1.178104612
1766,1.145007374
1767,1.159497782
1768,1.284831877
1769,1.321481747
1770,1.020779314
1771,1.137932532
1772,1.250126461
1773,1.293045506
1774,1.248126823
1775,1.222397873
1776,1.170836596
1777,1.165524675
1778,1.241101352
1779,1.227936297
1780,1.301965194
1781,1.421134607
1782,1.106459551
1783,1.283973895
1784,1.068226917
1785,1.167633424
1786,1.192718002
1787,1.298191648
1788,1.139655125
1789,1.299074864
1790,1.240704813
1791,0.93700772
1792,1.560712043
1793,1.106274953
1794,1.149440491
1795,1.279679931
1796,1.028637292
1797,1.136226506
1798,1.293347528
1799,1.094730377
1800,1.147113284
1801,1.359363426
1802,1.217781767
1803,1.132099706
1804,1.344368149
1805,1.216400074
1806,0.996556158
1807,1.370617276
1808,1.055902664
1809,0.936136022
1810,1.182319768
1811,1.121470886
1812,1.090397219
1813,1.560059417
1814,1.031079492
1815,1.11170612
1816,1.151770462
1817,1.154321959
1818,1.1862645
1819,1.185419914
1820,1.220626967
1821,0.976803887
1822,1.188152979
1823,1.432721983
1824,1.340458169
1825,1.210657707
1826,1.165873182
1827,1.349640876
1828,1.290636207
1829,1.170675561
1830,0.949442582
1831,1.088525249
1832,1.159719005
1833,1.235961571
1834,1.155818207
1835,1.056576061
1836,1.025217122
1837,1.170219193
1838,1.420165372
1839,1.348796934
1840,1.539067985
1841,1.020996152
1842,1.23582772
1843,1.216455796
1844,0.995991791
1845,0.898519135
1846,1.13516766
1847,0.961810003
1848,1.111881747
1849,1.22273958
1850,1.095437132
1851,1.267729881
1852,1.18267677
1853,1.131284064
1854,1.189924817
1855,1.118297711
1856,1.075486254
1857,1.294926031
1858,1.286669261
1859,1.261528314
1860,1.177964584
1861,1.092043014
1862,1.234211734
1863,1.202781386
1864,0.953510726
1865,1.216027181
1866,0.96913711
1867,1.218982112
1868,1.115443684
1869,0.969424973
1870,1.092749126
1871,1.266252078
1872,1.198972417
1873,1.153869205
1874,1.394989253
1875,1.206280423
1876,1.323061454
1877,1.233730223
1878,1.361978657
1879,1.136040018
1880,1.222088104
1881,1.016206745
1882,1.092894588
1883,1.401651142
1884,1.099034231
1885,1.099858845
1886,0.988117649
1887,1.584029455
1888,1.357000172
1889,1.111605074
1890,1.224735176
1891,1.259698428
1892,1.683346384
1893,1.233466432
1894,1.099761834
1895,1.063450591
1896,1.190050302
1897,1.096214437
1898,1.130907569
1899,1.293527209
1900,1.352308099
1901,1.39369856
1902,1.054258007
1903,1.01087413
1904,1.397562384
1905,1.141049766
1906,1.087566686
1907,1.244343648
1908,1.055851002
1909,1.241248191
1910,1.229198446
1911,1.114976695
1912,1.247359009
1913,1.180356771
1914,0.940441383
1915,1.180134377
1916,1.270813952
1917,1.095207684
1918,1.12457528
1919,1.141550286
1920,1.045871587
1921,1.040932876
1922,1.46473251
1923,1.339837231
1924,1.002682538
1925,1.325098732
1926,1.184213606
1927,1.277081013
1928,1.573340403
1929,1.378927811
1930,1.41802805
1931,1.597108789
1932,1.411250327
1933,1.404986455
1934,1.172068887
1935,1.006716985
1936,1.308082251
1937,1.190777382
1938,0.952370869
1939,1.153120619
1940,1.110249418
1941,1.337330749
1942,1.289408243
1943,1.275518392
1944,0.811354887
1945,1.23527158
1946,1.339029378
1947,1.1484814
1948,1.326411291
1949,1.300952691
1950,1.170122948
1951,1.234809052
1952,0.991770965
1953,1.156676841
1954,1.101688431
1955,1.286065274
1956,1.036658155
1957,1.139980384
1958,1.104295307
1959,1.230544482
1960,1.159185884
1961,1.004487544
1962,1.162624605
1963,1.18532597
1964,1.264776955
1965,1.127311396
1966,1.199456165
1967,1.342623035
1968,1.372670127
1969,1.35109665
1970,1.287173525
1971,1.185063817
1972,1.279044162
1973,1.019810876
1974,1.324700318
1975,1.137128387
1976,1.123268483
1977,0.989700634
1978,1.144595846
1979,1.264163144
1980,1.070692243
1981,1.192454893
1982,1.239883527
1983,1.028013084
1984,1.076781115
1985,1.198647278
1986,1.213903826
1987,1.149571149
1988,1.337062684
1989,1.010481392
1990,1.240677058
1991,0.975881546
1992,1.078616225
1993,1.223345361
1994,1.079612237
1995,1.195216863
1996,1.272285688
1997,1.129077157
1998,1.227215268
1999,1.385686881
2000,1.556369681
2001,1.092426671
2002,1.218324816
2003,1.232383645
2004,1.333134505
2005,1.231519323
2006,1.145395344
2007,1.236691405
2008,1.372152147
2009,1.542739715
2010,1.171499256
2011,1.29310209
2012,1.491273163
2013,1.002504219
2014,1.456824847
2015,1.074990683
2016,1.349496091
2017,1.378264161
2018,1.35145239
2019,1.225306805
2020,0.962504363
2021,1.113318605
2022,1.113215961
2023,1.379022389
2024,1.189828309
2025,1.151033052
2026,1.230516182
2027,1.250650329
2028,1.304928489
2029,1.22423786
2030,1.303283736
2031,1.088971002
2032,1.135945617
2033,1.30011428
2034,1.266363911
2035,1.394866501
2036,1.339573111
2037,1.341695741
2038,1.227797254
2039,1.23813722
2040,1.254072066
2041,1.717381359
2042,1.109626298
2043,1.158785136
2044,1.206442086
2045,1.092761906
2046,1.17250904
2047,1.127925267
2048,1.123258534
2049,0.997258826
2050,0.943386107
2051,1.06819773
2052,1.082229884
2053,1.033869851
2054,1.306243467
2055,1.182308261
2056,0.938800946
2057,1.220183851
2058,1.286695198
2059,1.272020726
2060,1.087153897
2061,1.223007229
2062,1.239007659
2063,1.150187538
2064,1.328209236
2065,1.276586566
2066,1.201321323
2067,0.977785536
2068,1.203519519
2069,1.302212469
2070,1.224694332
2071,0.961265469
2072,1.320851767
2073,1.079191113
2074,1.375864431
2075,1.260856834
2076,1.206709186
2077,1.379500275
2078,1.431415147
2079,1.317703554
2080,1.046852212
2081,1.534327482
2082,1.515409535
2083,1.280540452
2084,1.346788648
2085,1.078759326
2086,1.2505804
2087,1.127571412
2088,1.228637381
2089,0.971065763
2090,1.004600636
2091,1.447758154
2092,1.188865877
2093,1.45863399
2094,1.201596168
2095,1.174340302
2096,1.308813583
2097,1.419834577
2098,1.431946462
2099,1.121496928
2100,1.408074545
2101,1.107636859
2102,1.384430874
2103,1.28239345
2104,1.398654103
2105,1.446137504
2106,1.079644021
2107,1.260051233
2108,1.0389304
2109,0.996806868
2110,1.154455346
2111,1.279425815
2112,1.334664416
2113,1.305019215
2114,1.074296284
2115,1.39756533
2116,1.187250122
2117,1.21805644
2118,1.138074618
2119,1.151676094
2120,1.030644291
2121,1.096812741
2122,1.131609615
2123,0.996628391
2124,1.378497234
2125,1.373482415
2126,1.102296638
2127,1.289145327
2128,1.046142813
2129,1.267398367
2130,1.448298588
2131,1.320330592
2132,1.278025737
2133,1.140768577
2134,1.20248562
2135,0.969408543
2136,1.221898506
2137,1.272332827
2138,1.094766591
2139,1.282729899
2140,1.141045759
2141,1.211568883
2142,1.504793851
2143,0.961455281
2144,1.114750977
2145,1.031036205
2146,1.14263944
2147,1.322612799
2148,1.305030824
2149,1.420116734
2150,1.349334835
2151,1.102834449
2152,1.353922894
2153,1.043067528
2154,1.114501174
2155,1.490689661
2156,1.158689601
2157,1.166149422
2158,1.350328632
2159,1.335335977
2160,1.140165509
2161,1.274065074
2162,1.439737894
2163,1.286388123
2164,1.343540644
2165,1.171277042
2166,1.205536688
2167,0.995977333
2168,1.128683654
2169,1.382481746
2170,1.304983759
2171,1.095985379
2172,1.077955078
2173,1.415027013
2174,1.35477134
2175,1.151028689
2176,0.851723358
2177,1.051992898
2178,1.186249471
2179,1.248221672
2180,1.069727621
2181,1.264937206
2182,1.191502998
2183,0.950297593
2184,1.090050893
2185,1.051513871
2186,1.270249089
2187,1.563626891
2188,1.277350116
2189,1.237551177
2190,1.244620696
2191,1.066922183
2192,1.067326289
2193,1.241490653
2194,1.02426945
2195,1.13492872
2196,1.225590855
2197,1.195647441
2198,1.039258138
2199,1.087164054
2200,1.071087481
2201,1.45013219
2202,1.121976469
2203,0.991832104
2204,1.358081083
2205,1.07544679
2206,0.958397385
2207,1.028002587
2208,1.117251503
2209,1.21755726
2210,1.294807649
2211,1.161962478
2212,1.39300507
2213,1.114331326
2214,1.155524806
2215,1.355907158
2216,1.162600769
2217,1.187051315
2218,1.206153012
2219,1.011414693
2220,1.26847564
2221,1.280558914
2222,1.359125772
2223,1.051199343
2224,1.272817604
2225,1.161428015
2226,1.057695694
2227,1.162275784
2228,1.363705431
2229,1.445117285
2230,1.287404504
2231,1.129124807
2232,1.228371356
2233,1.121850076
2234,1.032412899
2235,1.271822598
2236,0.99212599
2237,0.868008021
2238,1.240113162
2239,1.253528782
2240,1.483438145
2241,1.080799134
2242,1.122006094
2243,1.188191086
2244,1.250021751
2245,1.331881383
2246,1.278509725
2247,1.342545381
2248,0.825903675
2249,0.991787597
2250,1.387171415
2251,1.009153971
2252,1.381229709
2253,0.99698573
2254,1.133908321
2255,1.348873445
2256,1.278432622
2257,1.108901087
2258,1.566780672
2259,1.190244913
2260,1.261072432
2261,1.096802473
2262,1.354170429
2263,1.317593473
2264,1.45931204
2265,1.260635868
2266,1.409853845
2267,1.080168461
2268,1.187588238
2269,1.335891986
2270,1.313111919
2271,1.549755491
2272,1.310405216
2273,1.145282635
2274,1.130574675
2275,1.259504712
2276,1.12878477
2277,1.24763267
2278,1.166832314
2279,1.258878376
2280,1.033476201
2281,1.322553065
2282,1.2168055
2283,1.302219543
2284,1.147818932
2285,1.571766771
2286,1.119444469
2287,1.270135131
2288,1.128306904
2289,1.127572969
2290,1.199546558
2291,1.03234831
2292,1.106016723
2293,1.140490931
2294,1.117172674
2295,1.292242823
2296,1.334709718
2297,1.006926148
2298,1.056167118
2299,1.245427885
2300,1.159858531
2301,1.319935159
2302,1.180819522
2303,1.324869188
2304,1.274283192
2305,1.183381787
2306,1.314779209
2307,0.947962378
2308,1.193049569
2309,0.816194069
2310,1.031053582
2311,1.402941082
2312,1.169975997
2313,1.098812594
2314,1.196811624
2315,1.072380467
2316,1.508341361
2317,1.281186056
2318,1.041517643
2319,1.109702882
2320,1.178329409
2321,0.985696607
2322,1.31309362
2323,1.251955127
2324,1.099019147
2325,1.188465698
2326,1.334788804
2327,1.266560963
2328,1.035430075
2329,1.587210624
2330,1.267046177
2331,1.176202327
2332,1.055389568
2333,1.091886148
2334,1.125540716
2335,1.503017042
2336,1.261686769
2337,1.201379715
2338,1.111890016
2339,1.176577458
2340,1.040030151
2341,0.963984316
2342,1.236427954
2343,1.190098925
2344,1.393485473
2345,1.224074551
2346,1.017467845
2347,1.412926109
2348,1.351427445
2349,1.093263107
2350,1.009134392
2351,1.096573781
2352,1.234065054
2353,1.368194292
2354,1.078628347
2355,1.186548294
2356,1.120037995
2357,1.183523494
2358,1.204495625
2359,1.113926896
2360,1.240703291
2361,1.120007556
2362,1.191594871
2363,1.375398112
2364,1.107941717
2365,1.063849918
2366,1.144091882
2367,1.25772303
2368,0.827352823
2369,0.967150344
2370,0.990261169
2371,1.154973044
2372,0.914085369
2373,1.553242186
2374,1.301901689
2375,1.196460157
2376,1.321597375
2377,1.312163592
2378,1.060340613
2379,1.230363731
2380,1.052248084
2381,1.078105012
2382,1.438191933
2383,1.121742815
2384,1.344827599
2385,1.175658197
2386,1.25140131
2387,1.34167879
2388,1.470590853
2389,1.316421922
2390,1.243099001
2391,1.322935576
2392,1.25283148
2393,1.028178311
2394,0.926257828
2395,1.339678678
2396,1.228715187
2397,1.482659656
2398,1.066675695
2399,1.169967513
2400,1.429832994
2401,1.295574493
2402,1.278613999
2403,0.955521596
2404,1.052025124
2405,1.228223717
2406,1.235155043
2407,1.331896349
2408,1.103496153
2409,1.16925156
2410,1.447879816
2411,1.177126019
2412,1.081087251
2413,1.087368789
2414,1.170672342
2415,1.396285648
2416,1.050922379
2417,1.128546674
2418,1.142040925
2419,0.992227706
2420,1.21704979
2421,1.194161755
2422,1.116771718
2423,1.084316843
2424,0.894006818
2425,1.27259864
2426,1.066509661
2427,1.330247353
2428,1.237403295
2429,1.089439717
2430,1.122334664
2431,1.146931358
2432,1.440662554
2433,1.400667442
2434,1.03981699
2435,1.225509339
2436,0.995583359
2437,1.222268498
2438,1.098648358
2439,1.170988517
2440,1.376902271
2441,1.07220566
2442,1.312961884
2443,1.15519288
2444,1.039986994
2445,1.070471477
2446,1.165450728
2447,1.179316487
2448,1.26888672
2449,1.032736044
2450,1.254213169
2451,1.315262582
2452,1.307110494
2453,1.504158055
2454,1.204828437
2455,1.736144564
2456,1.178698534
2457,1.32500731
2458,1.230278745
2459,1.354774087
2460,0.87770816
2461,1.356191649
2462,1.090742008
2463,1.192392523
2464,1.256993652
2465,1.329280567
2466,1.240568226
2467,1.064391266
2468,1.26905553
2469,1.240068571
2470,1.37540652
2471,1.003977186
2472,1.190852202
2473,1.111267053
2474,0.976540925
2475,0.917480468
2476,1.336107336
2477,1.254642522
2478,1.027029056
2479,1.367947586
2480,1.022842691
2481,1.346468171
2482,1.297322565
2483,1.31809439
2484,0.971679062
2485,1.404873375
2486,1.151398801
2487,1.174120306
2488,1.043150422
2489,1.146513994
2490,1.103031586
2491,1.253620389
2492,1.120852581
2493,1.373127147
2494,0.949489921
2495,1.235291525
2496,1.183489027
2497,1.272127966
2498,1.233108837
2499,1.043740973
2500,0.898748215
2501,1.204840672
2502,1.127758516
2503,1.275094495
2504,1.178880531
2505,1.146894327
2506,1.616050536
2507,1.159159581
2508,1.364347455
2509,0.979951049
2510,1.112121067
2511,1.100276981
2512,1.108574575
2513,1.03402106
2514,1.522781617
2515,1.37695099
2516,1.200395268
2517,1.147505519
2518,1.305150713
2519,1.24207543
2520,1.614047849
2521,1.089785078
2522,1.267809417
2523,1.068322534
2524,1.035165211
2525,1.163165558
2526,1.254280575
2527,1.605172712
2528,1.068357599
2529,1.455715574
2530,1.494080243
2531,1.289834842
2532,1.066545283
2533,1.398181455
2534,0.962208545
2535,1.16528955
2536,1.109984377
2537,1.10529353
2538,1.446260103
2539,1.589364338
2540,0.972454569
2541,1.500606204
2542,1.062582886
2543,1.277039914
2544,1.302001356
2545,1.451096939
2546,1.222886624
2547,1.242286417
2548,1.081149343
2549,1.372176785
2550,1.233524176
2551,1.58631635
2552,1.352938899
2553,1.245282724
2554,1.036541369
2555,1.14464735
2556,1.474926862
2557,1.052481533
2558,1.193505853
2559,1.622069505
2560,1.228515126
2561,0.906227123
2562,1.238828432
2563,0.948141209
2564,1.241235572
2565,1.592489951
2566,1.12875013
2567,1.367648724
2568,1.464588576
2569,1.219757948
2570,1.23641081
2571,1.159362229
2572,1.088438547
2573,1.152606779
2574,1.189686647
2575,1.163828505
2576,1.463474022
2577,1.203969862
2578,1.228516261
2579,1.055286638
2580,1.077194941
2581,1.430972486
2582,1.102325175
2583,1.256318943
2584,1.087515668
2585,1.10345044
2586,1.355936983
2587,1.078411889
2588,1.385159492
2589,1.089168603
2590,0.979253202
2591,1.239500427
2592,1.010371565
2593,1.10818631
2594,1.2312145
2595,1.07888076
2596,1.116369646
2597,1.354544017
2598,1.380843704
2599,1.639283806
2600,1.356066623
2601,1.24533447
2602,1.073369239
2603,1.130427102
2604,1.233821564
2605,1.226137142
2606,1.106325162
2607,1.316790363
2608,1.233081959
2609,1.265343693
2610,1.114443831
2611,1.517200612
2612,0.997141739
2613,1.097360416
2614,0.908379218
2615,1.173216955
2616,1.554116421
2617,1.251373302
2618,1.220546236
2619,1.114314537
2620,1.002788245
2621,1.238495385
2622,1.181125866
2623,1.233271064
2624,1.08926247
2625,1.247176121
2626,1.116915696
2627,1.158215219
2628,1.029233851
2629,1.045392821
2630,1.3265183
2631,1.061444912
2632,1.175896998
2633,1.323938581
2634,1.317393097
2635,1.288443911
2636,1.049160795
2637,1.120771187
2638,1.226423213
2639,1.253138787
2640,1.280620401
2641,0.96230017
2642,1.277138189
2643,1.131250136
2644,1.182329314
2645,1.205890729
2646,1.237436071
2647,1.281594298
2648,1.162336606
2649,0.91741066
2650,1.139352491
2651,1.050204748
2652,0.937041035
2653,1.115538082
2654,1.121822985
2655,1.413067813
2656,1.295441081
2657,1.047466763
2658,1.166978971
2659,1.198951119
2660,1.019355632
2661,1.226148461
2662,1.400576478
2663,1.110988819
2664,1.579299848
2665,1.349607759
2666,1.14041187
2667,1.037814992
2668,1.236575634
2669,1.124370946
2670,1.254416793
2671,1.31257046
2672,0.967928624
2673,1.014877291
2674,1.063734257
2675,1.316248863
2676,1.325349239
2677,1.281439256
2678,1.481517099
2679,1.325936631
2680,1.233171972
2681,1.361216077
2682,1.528124992
2683,1.199201122
2684,1.225160139
2685,1.471308513
2686,1.301591268
2687,1.522024473
2688,1.112017353
2689,1.308202857
2690,1.364116908
2691,0.93072903
2692,1.184153427
2693,0.880546248
2694,1.433269787
2695,1.361722011
2696,1.294987476
2697,1.376491261
2698,1.216313474
2699,1.376681313
2700,1.328304347
2701,1.227162671
2702,1.303169696
2703,1.178456803
2704,1.273674425
2705,1.279501271
2706,1.388858143
2707,0.923724706
2708,1.227724249
2709,1.149167482
2710,0.88160478
2711,1.03097444
2712,1.254953965
2713,1.182875302
2714,1.321464796
2715,1.134006611
2716,1.065945779
2717,1.15486216
2718,1.145490638
2719,1.203698638
2720,1.163775969
2721,0.870948242
2722,1.154385956
2723,1.206965907
2724,1.166193249
2725,1.50344477
2726,1.262388383
2727,1.37819519
2728,1.281254473
2729,1.336051899
2730,1.201570857
2731,0.842707965
2732,1.144644335
2733,1.050752142
2734,1.220084972
2735,1.389484183
2736,0.964421253
2737,1.154187345
2738,1.184472917
2739,1.158260015
2740,1.371366355
2741,1.115284056
2742,1.091274537
2743,1.309468486
2744,1.137211766
2745,1.244875641
2746,1.15122697
2747,1.241459862
2748,1.159551614
2749,1.154042964
2750,1.034343279
2751,1.341324339
2752,1.186988014
2753,1.099596747
2754,1.203140706
2755,1.352242786
2756,1.341030124
2757,1.362959077
2758,1.363009298
2759,1.14907099
2760,1.127901149
2761,1.515998534
2762,1.188583582
2763,1.161515663
2764,1.059494389
2765,1.354928621
2766,1.121045749
2767,1.134698084
2768,1.481076172
2769,1.359133647
2770,1.246701871
2771,1.263081798
2772,1.17808145
2773,1.516173883
2774,1.156879705
2775,1.220406902
2776,1.235349
2777,1.216398823
2778,1.248748853
2779,1.107066871
2780,1.00573432
2781,1.245684105
2782,1.161383705
2783,1.410731152
2784,1.26141211
2785,1.43615197
2786,1.143952228
2787,0.953075417
2788,1.224455219
2789,1.49637476
2790,1.216616197
2791,1.347006805
2792,1.201532874
2793,1.078390378
2794,1.228256026
2795,1.502701896
2796,1.346299578
2797,1.359340882
2798,1.081545758
2799,1.273914207
2800,1.06802103
2801,0.962667285
2802,1.259966298
2803,1.270576114
2804,1.195548066
2805,1.134452091
2806,1.488514644
2807,1.187359296
2808,1.264014359
2809,1.599615911
2810,1.262666616
2811,1.232243535
2812,1.057331867
2813,1.071713272
2814,1.122462479
2815,1.413433469
2816,1.234376105
2817,1.325199525
2818,1.176608821
2819,1.237499105
2820,1.22838479
2821,1.26491355
2822,1.147061732
2823,1.18431872
2824,1.118475135
2825,1.329262282
2826,1.102478814
2827,1.249661504
2828,1.178944331
2829,1.123277891
2830,1.092600407
2831,1.144916648
2832,1.066705357
2833,0.971752694
2834,1.211166874
2835,1.480020367
2836,1.203998154
2837,1.23779863
2838,1.063529437
2839,1.459800052
2840,1.677835693
2841,1.38996523
2842,0.996643319
2843,1.355152851
2844,1.214121004
2845,1.20064279
2846,1.20097425
2847,1.328456385
2848,1.210833941
2849,0.968774906
2850,1.235120829
2851,1.137623689
2852,1.238852685
2853,1.134694492
2854,1.175518046
2855,1.204614387
2856,1.263668071
2857,1.293267263
2858,1.222943268
2859,1.157495502
2860,1.171958079
2861,1.197587762
2862,1.0987416
2863,0.956362637
2864,1.411881542
2865,1.183923062
2866,1.12188421
2867,1.28557768
2868,1.38765781
2869,1.120091376
2870,1.283804991
2871,0.888599467
2872,1.31433428
2873,1.121651909
2874,1.674028578
2875,1.253183642
2876,1.047439471
2877,1.043414729
2878,1.206599954
2879,1.175261018
2880,1.119819423
2881,1.167059106
2882,1.13543779
2883,1.056684853
2884,1.088212069
2885,1.091451419
2886,1.232842837
2887,1.10893643
2888,1.199792609
2889,0.977546818
2890,1.082259573
2891,1.164206413
2892,1.129919686
2893,1.134606843
2894,1.040105852
2895,1.398815607
2896,1.226154273
2897,1.145312346
2898,1.118915254
2899,1.369500467
2900,1.060825138
2901,1.276998925
2902,1.07870298
2903,1.139355214
2904,1.244982765
2905,1.008196372
2906,1.177419065
2907,1.314429451
2908,1.003189456
2909,1.070205777
2910,1.15809438
2911,1.270594292
2912,1.398914905
2913,1.111721127
2914,1.17076385
2915,1.139004889
2916,1.244291514
2917,1.122703292
2918,1.145336864
2919,1.135757379
2920,1.237491341
2921,1.458317638
2922,1.418603332
2923,0.866626971
2924,1.236771613
2925,1.315276217
2926,1.256318978
2927,1.47118052
2928,0.975217377
2929,1.093851418
2930,1.432858041
2931,1.195270962
2932,1.027217746
2933,1.431170437
2934,1.036656434
2935,1.073939131
2936,1.180514483
2937,1.150075385
2938,1.115674604
2939,1.09968936
2940,1.164524001
2941,1.220373069
2942,1.496452778
2943,1.16307247
2944,1.359080456
2945,1.465483655
2946,1.248843891
2947,1.178213625
2948,1.092440049
2949,1.17121638
2950,1.080375668
2951,1.414360176
2952,1.041840637
2953,1.323990678
2954,1.18305407
2955,1.22965736
2956,1.151202916
2957,1.124116933
2958,0.9891398
2959,1.222687513
2960,1.018334884
2961,1.22055793
2962,0.963460945
2963,0.842485079
2964,1.0677325
2965,1.213449013
2966,1.020432605
2967,1.362947477
2968,1.043761918
2969,1.096881363
2970,1.229321399
2971,1.235489648
2972,1.113921806
2973,1.43266666
2974,1.426663324
2975,1.035031842
2976,1.254982335
2977,1.442077761
2978,1.236259595
2979,1.262697831
2980,1.067849994
2981,1.252224061
2982,1.281431717
2983,1.108081204
2984,0.822841811
2985,1.352141373
2986,1.174856823
2987,1.170386092
2988,1.227626094
2989,1.15141419
2990,1.261316692
2991,1.144025843
2992,1.195371788
2993,1.203856788
2994,1.369087295
2995,1.424496399
2996,1.352798998
2997,1.129645834
2998,1.371046258
2999,1.150967555
3000,1.002512469
3001,1.294865724
3002,0.969668036
3003,1.413625896
3004,1.126295706
3005,1.481859864
3006,1.252112315
3007,1.273182755
3008,1.165160156
3009,1.202096535
3010,1.333446062
3011,1.316170877
3012,0.993711755
3013,1.440283199
3014,1.115780352
3015,1.020575959
3016,1.168502445
3017,1.127827989
3018,1.265484948
3019,1.24408948
3020,1.013494355
3021,1.54117864
3022,1.168799744
3023,1.082073247
3024,1.125757716
3025,1.001319687
3026,1.641817938
3027,1.002329064
3028,1.027952784
3029,1.346129004
3030,1.146397552
3031,1.297152582
3032,1.283887397
3033,1.252993255
3034,1.516868033
3035,1.054607133
3036,1.065496858
3037,1.353786603
3038,1.263038602
3039,0.923302054
3040,1.096295924
3041,1.347915845
3042,1.434883581
3043,1.218185961
3044,1.169635382
3045,1.205123843
3046,1.255339429
3047,1.233293008
3048,1.212594656
3049,1.090687785
3050,1.27095158
3051,1.057173747
3052,1.052986507
3053,1.334109065
3054,1.121520638
3055,1.085999893
3056,1.33196282
3057,1.23589015
3058,1.195249013
3059,1.348310465
3060,1.219785382
3061,0.939810349
3062,1.078218251
3063,1.045759465
3064,1.262138165
3065,1.072216376
3066,1.128466024
3067,1.301037609
3068,1.091431504
3069,1.315276875
3070,1.21601214
3071,1.029484577
3072,1.026772865
3073,1.395607463
3074,0.920875512
3075,1.0369424
3076,1.232183557
3077,1.459158883
3078,1.281230532
3079,1.506171572
3080,1.171575038
3081,1.289652186
3082,1.218058868
3083,1.303945127
3084,1.208918168
3085,1.067583489
3086,1.498469993
3087,1.076654873
3088,1.136770017
3089,1.238398004
3090,1.262308958
3091,1.072575417
3092,1.171018194
3093,0.930755583
3094,1.469481406
3095,1.016008984
3096,1.233525841
3097,1.1288853
3098,1.034388854
3099,1.312431387
3100,0.993693967
3101,1.594372798
3102,1.417222836
3103,1.059250394
3104,1.074601755
3105,1.29970122
3106,1.36867245
3107,1.040133209
3108,1.458922831
3109,1.533384615
3110,1.499010362
3111,1.042938532
3112,1.137103258
3113,1.085969196
3114,1.226951368
3115,1.137894936
3116,1.182254047
3117,1.117452697
3118,1.215376422
3119,1.052282625
3120,1.044271521
3121,1.23787663
3122,1.222453856
3123,1.47878576
3124,1.278996689
3125,1.311970603
3126,1.318337099
3127,1.148681637
3128,1.062698094
3129,1.168788538
3130,1.503183495
3131,1.004199811
3132,1.264813426
3133,1.373056964
3134,1.213082846
3135,1.283432578
3136,1.022813903
3137,0.91781708
3138,1.185506822
3139,1.273605044
3140,1.193984865
3141,1.18578755
3142,1.410864456
3143,1.242225049
3144,1.390226114
3145,1.331631852
3146,1.348740372
3147,1.054583945
3148,1.323647326
3149,1.460557707
3150,1.09453185
3151,1.597206746
3152,1.266233832
3153,1.264849826
3154,1.17563355
3155,1.264300664
3156,1.326131407
3157,1.092943787
3158,1.096250807
3159,1.428579412
3160,1.130660774
3161,1.141487808
3162,1.490662584
3163,1.176946738
3164,0.950683577
3165,1.400794671
3166,1.592566473
3167,1.460551295
3168,1.464148908
3169,0.997786399
3170,1.24718893
3171,1.304429988
3172,1.321440755
3173,1.369956247
3174,1.136145039
3175,1.080075854
3176,1.09540091
3177,1.544745415
3178,1.159674202
3179,1.118585688
3180,1.263528819
3181,1.497602002
3182,1.23553561
3183,1.108323758
3184,1.112288365
3185,1.021751947
3186,1.271421949
3187,1.001836679
3188,1.21933821
3189,1.1482325
3190,1.153161366
3191,0.938901192
3192,1.292895486
3193,1.349618384
3194,1.060575172
3195,1.293715715
3196,1.184251245
3197,1.230533459
3198,1.082263829
3199,1.150632199
3200,1.21848417
3201,1.080325535
3202,1.570597979
3203,1.511797112
3204,1.263451954
3205,1.0649263
3206,1.207576975
3207,1.300971237
3208,0.982903208
3209,1.322044182
3210,1.420150499
3211,1.200624101
