Price,Open,Close,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,
2023-01-02,782.8599557722763,783.6779174804688,4381378
2023-01-03,780.5503292014555,788.8023681640625,8378030
2023-01-04,786.709274515468,774.7041625976562,10351600
2023-01-05,777.085950452134,769.7240600585938,10941436
2023-01-06,770.8307523930382,767.1738891601562,9092462
2023-01-09,767.9437146970364,768.6654663085938,10729340
2023-01-10,769.8684118966518,754.6154174804688,16371766
2023-01-11,754.4469115539331,765.48974609375,15195798
2023-01-12,763.9981171629116,769.5796508789062,9250070
2023-01-13,769.2669828560861,770.1812133789062,9244546
2023-01-16,777.0858851595061,762.7952270507812,14748094
2023-01-17,764.9605254372576,774.1508178710938,10786354
2023-01-18,772.274237215273,787.8159790039062,19090642
2023-01-19,787.6716113274065,791.087890625,11172162
2023-01-20,791.0878917418223,799.195556640625,18843404
2023-01-23,801.7457607178152,805.041748046875,15444400
2023-01-24,805.9800286815163,815.8198852539062,24983940
2023-01-25,813.8471429635326,793.2772216796875,14704142
2023-01-27,785.2657804091282,777.4708862304688,35179948
2023-01-30,767.4625666928607,776.6769409179688,18512822
2023-01-31,779.3473843212695,771.552490234375,18596244
2023-02-01,781.4164037954262,783.1245727539062,17302790
2023-02-02,773.7658324138648,771.4802856445312,17497106
2023-02-03,775.1612895534513,798.1611328125,14411100
2023-02-06,798.7384939446326,794.7688598632812,11167672
2023-02-07,798.449739262286,795.9476318359375,10264588
2023-02-08,795.9717934088378,795.8515014648438,8444826
2023-02-09,798.738479108453,794.1914672851562,11777336
2023-02-10,793.3494214707791,797.3430786132812,8172116
2023-02-13,796.3326188427218,797.9445190429688,5736944
2023-02-14,801.1443690991507,805.3305053710938,10908592
2023-02-15,807.3995485525281,803.694580078125,11438712
2023-02-16,805.0898752375481,800.783447265625,8062500
2023-02-17,799.2196298038508,796.7656860351562,8956270
2023-02-20,798.7384663515395,789.2835083007812,8086706
2023-02-21,789.115146297544,792.2427368164062,12389296
2023-02-22,788.6339729282492,776.7009887695312,10359102
2023-02-23,776.1235754720026,771.4321899414062,27882010
2023-02-24,778.4812938723913,764.5514526367188,17061740
2023-02-27,763.0839740657053,766.4521484375,14312972
2023-02-28,766.0190402522969,769.6759033203125,18993992
2023-03-01,775.6424426558673,768.93017578125,14137256
2023-03-02,766.981406050965,762.38623046875,17391814
2023-03-03,767.943731924865,777.5189819335938,14986234
2023-03-06,779.4917245287281,783.0042724609375,27004710
2023-03-08,779.4917112272642,784.5680541992188,20099774
