Date,Open,Close,Volume,Daily_Return,Normalized
2023-01-04,86.55000305175781,85.13999938964844,68885100.0,-0.7923564525679994,99.207643547432
2023-01-05,85.33000183105469,83.12000274658203,67930800.0,-2.372558911847966,96.85388375921303
2023-01-06,83.02999877929688,86.08000183105469,83303400.0,3.5611152390083056,100.30296217333377
2023-01-09,87.45999908447266,87.36000061035156,65266100.0,1.486987397850048,101.79445458052155
2023-01-10,87.56999969482422,89.87000274658203,67756600.0,2.8731709234134817,104.71918325117645
2023-01-11,90.93000030517578,95.08999633789062,103126200.0,5.8083825879343465,110.80167405736483
2023-01-12,96.93000030517578,95.2699966430664,85254800.0,0.18929468094222024,111.01141573275038
2023-01-13,94.18000030517578,98.12000274658205,85549400.0,2.9915043601747238,114.33232707468729
2023-01-17,98.68000030517578,96.0500030517578,72755000.0,-2.109661268732843,111.92030225275164
2023-01-18,97.25,95.45999908447266,79570400.0,-0.614267515397382,111.23281219287841
2023-01-19,94.73999786376952,93.68000030517578,69002700.0,-1.864654092151996,109.15870500850818
2023-01-20,93.86000061035156,97.25,67481500.0,3.810845093076898,113.31857416199121
2023-01-23,97.55999755859376,97.5199966430664,76501100.0,0.2776315095798454,113.63318223007151
2023-01-24,96.93000030517578,96.31999969482422,66929500.0,-1.2305137300550828,112.23491032083194
2023-01-25,92.55999755859376,97.18000030517578,94261600.0,0.8928577793566816,113.23700844878547
2023-01-26,98.23999786376952,99.22000122070312,68523600.0,2.099198301215366,115.61407780648952
2023-01-27,99.52999877929688,102.23999786376952,87775600.0,3.043737760442844,119.13306714907338
2023-01-30,101.08999633789062,100.5500030517578,70691900.0,-1.652968356145279,117.1638352473939
2023-01-31,101.16000366210938,103.12999725341795,66527300.0,2.5658817736008643,120.17012074125853
2023-02-01,102.52999877929688,105.1500015258789,80450100.0,1.9586971068148662,122.52388941947348
2023-02-02,110.25,112.91000366210938,158154200.0,7.379935352944922,131.56607325054435
2023-02-03,105.26000213623048,103.38999938964844,144374800.0,-8.431497620839846,120.47308291459228
2023-02-06,102.93000030517578,102.18000030517578,81945200.0,-1.1703250716856073,119.06315622061024
2023-02-07,101.16999816894533,102.11000061035156,119501300.0,-0.06850625818668465,118.9815905074045
2023-02-08,102.04000091552734,100.0500030517578,75878300.0,-2.017429777965285,116.58122047021142
2023-02-09,101.31999969482422,98.23999786376952,64622500.0,-1.809100582487666,114.47214893161359
2023-02-10,97.55999755859376,97.61000061035156,52740100.0,-0.6412838631079554,113.73805751276225
2023-02-13,97.8499984741211,99.54000091552734,52841500.0,1.9772567289289666,115.98695090828643
2023-02-14,98.41000366210938,99.6999969482422,56202900.0,0.1607354141483608,116.17338301418694
2023-02-15,99.08999633789062,101.16000366210938,47957600.0,1.4643999584324163,117.87462598675621
2023-02-16,99.20999908447266,98.1500015258789,56339200.0,-2.975486385196624,114.36728253891886
2023-02-17,97.8000030517578,97.1999969482422,60029400.0,-0.9679109147911924,113.26030912827456
2023-02-21,95.33999633789062,94.58000183105467,56580400.0,-2.695468312187954,110.2074133854358
2023-02-22,95.0999984741211,95.79000091552734,59534100.0,1.2793392483054333,111.61734007941789
2023-02-23,96.12000274658205,95.81999969482422,48467000.0,0.0313172345862478,111.65229554364949
2023-02-24,93.52999877929688,93.5,57053800.0,-2.4212061179431754,108.94896333312265
2023-02-27,94.27999877929688,93.76000213623048,47470300.0,0.27807715104863906,109.25192550645642
2023-02-28,93.13999938964844,94.2300033569336,43959300.0,0.5012811540044737,109.79958481940729
2023-03-01,93.87000274658205,92.16999816894533,52299500.0,-2.186145722806754,107.39920589221823
2023-03-02,91.41000366210938,92.12999725341795,55509400.0,-0.04339906295109941,107.35259564324409
2023-03-03,92.73999786376952,94.9000015258789,55759600.0,3.0066258059702644,110.58028648723277
2023-03-06,95.19000244140624,93.75,52112400.0,-1.211803485129881,109.24027072171387
2023-03-07,94.05999755859376,93.5500030517578,49100700.0,-0.21333007812501803,109.00722836683927
2023-03-08,93.5999984741211,93.91999816894533,44899100.0,0.3955051898638873,109.4383576123569
