Date,Open,Close,Volume,Daily_Return,Normalized
2023-01-03,1393.8960033950495,1396.372314453125,4551130.0,-0.09516175489594492,99.90483824510406
2023-01-04,1394.9506886748184,1370.9219970703125,7059590.0,-1.8226025480016617,98.08397011767184
2023-01-05,1381.1021672768188,1352.9462890625,9868404.0,-1.3112130410210754,96.79788031033772
2023-01-06,1348.1773465478836,1328.4591064453125,6443714.0,-1.8099153540053314,95.04592061224922
2023-01-09,1328.1839392343245,1361.4298095703125,11498717.0,2.481875653156007,97.4048421752426
2023-01-10,1359.1826856249468,1347.9478759765625,7158624.0,-0.9902775375548067,96.44026390269048
2023-01-11,1348.1773211820307,1349.32373046875,6173092.0,0.1020703038083548,96.53870077304953
2023-01-12,1359.1367811263865,1357.898681640625,6591385.0,0.6354999158649788,97.15220413523939
2023-01-13,1360.5585559991107,1379.0386962890625,11610426.0,1.55681826149916,98.66468739066573
2023-01-16,1384.8624058326163,1399.077880859375,6073063.0,1.4531270677347274,100.09841066943534
2023-01-17,1400.453510280707,1411.9176025390625,5922644.0,0.9177274442935701,101.01704125545045
2023-01-18,1416.7324581195912,1417.32861328125,5843098.0,0.38323842216123616,101.4041773704718
2023-01-19,1412.284436925683,1411.3673095703125,6165284.0,-0.4206013803063291,100.97767000076333
2023-01-20,1410.5419708855652,1399.123779296875,6496429.0,-0.8674942511715855,100.1016945185397
2023-01-23,1407.7904792411075,1419.713134765625,4855020.0,1.4715892741882453,101.57478031835521
2023-01-24,1430.7187486357643,1423.2900390625,5200802.0,0.25194556627565756,101.83069347382153
2023-01-25,1418.7959506516324,1415.12744140625,4158617.0,-0.5735020573618743,101.2466923517233
2023-01-27,1417.878750910917,1393.25390625,6209955.0,-1.5456936609549277,99.68172864611617
2023-01-30,1402.104361110933,1411.275634765625,6964719.0,1.2934992275838164,100.97111103619586
2023-01-31,1420.53866769089,1406.6441650390625,9448126.0,-0.3281761275026662,100.63974795410087
2023-02-01,1414.393818239772,1422.5562744140625,6194199.0,1.1312107049161302,101.77819555635827
2023-02-02,1423.3816939621152,1452.50048828125,6916834.0,2.104958124030709,103.9205839522137
2023-02-03,1465.1110731830363,1466.8536376953125,7040194.0,0.9881683021701892,104.94749422225964
2023-02-06,1465.569600374364,1439.75244140625,4570612.0,-1.8475733087892299,103.00851233076604
2023-02-07,1438.9728179482734,1432.9197998046875,4336238.0,-0.47457058623834314,102.51966422992254
2023-02-08,1435.7629765999538,1458.691162109375,7983338.0,1.798520915699564,104.36350183380266
2023-02-09,1463.9188210530715,1482.9951171875,6904911.0,1.6661480997101297,106.10235233639752
2023-02-10,1479.2807548310798,1475.2454833984375,4786762.0,-0.5225663725555441,105.54789712259709
2023-02-13,1464.6523040679722,1437.5511474609375,4001199.0,-2.5551229515148766,102.85101857837631
2023-02-14,1453.3717726405816,1461.2132568359375,5043736.0,1.646001216498827,104.54394759535784
2023-02-15,1452.7298068628425,1464.6983642578125,3465747.0,0.238507788344422,104.79329305261547
2023-02-16,1467.4039353614166,1469.0548095703125,4290289.0,0.2974295198798549,105.10497924100815
2023-02-17,1461.901041196995,1452.54638671875,2857734.0,-1.1237445154541947,103.92386780131804
2023-02-20,1453.6010366458702,1460.4794921875,2417716.0,0.546151609427814,104.4914496778946
2023-02-21,1466.2115851689005,1448.602783203125,2723288.0,-0.8132061455095263,103.64171878758195
2023-02-22,1433.4702591770406,1432.3697509765625,3656244.0,-1.1205992708828272,102.48031044251789
2023-02-23,1439.7524657040512,1422.189453125,4766854.0,-0.710731139401799,101.75195096444727
2023-02-24,1430.7187958678808,1422.1436767578125,2790986.0,-0.0032187249797810402,101.74867584898418
2023-02-27,1412.376101427138,1384.2203369140625,4920268.0,-2.666632103600619,99.03541299380663
2023-02-28,1389.998182009159,1364.2728271484375,9679811.0,-1.4410646364360846,97.60824867960444
2023-03-01,1368.7208222966754,1372.068359375,5125043.0,0.5714056654530397,98.1659877425092
2023-03-02,1361.9341118834534,1350.1490478515625,4644499.0,-1.5975378612638647,96.59774892143898
2023-03-03,1363.539219676714,1356.7066650390625,4615015.0,0.4856957976554499,97.06692012858016
2023-03-06,1370.6928275102962,1382.523681640625,6561742.0,1.902918093265149,98.91402411428214
2023-03-08,1367.0243593044893,1368.99609375,4137080.0,-0.9784706092391793,97.94617945990814
2023-03-09,1371.1056153084942,1357.715576171875,5104656.0,-0.8239992524175177,97.13910367338697
2023-03-10,1339.0060106489143,1349.598876953125,3699580.0,-0.597820291760609,96.55838640039308
2023-03-13,1342.8578170068272,1316.16943359375,8798403.0,-2.4769910475063384,94.16664381363877
2023-03-14,1321.5805984711983,1302.3209228515625,7402784.0,-1.052182978020899,93.17583841645809
2023-03-15,1318.829266229014,1302.0,7556182.0,-0.024642378535988385,93.15287767365142
2023-03-16,1300.303360867223,1287.7386474609375,7323117.0,-1.0953419768865214,92.13253510181417
