Price,Open,Close,Volume
Ticker,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
Date,,,
2023-01-02,872.4015345595462,880.6473999023438,4315403
2023-01-03,876.7927916486487,879.5739135742188,5846855
2023-01-04,877.2807356586387,877.3782958984375,12454582
2023-01-05,879.1348736929588,857.9103393554688,16547196
2023-01-06,857.7150822158359,849.078857421875,14804613
2023-01-09,853.128646577258,852.2503662109375,16811853
2023-01-10,854.2508913830072,840.540283203125,13470142
2023-01-11,842.0528443311998,845.3706665039062,15558460
2023-01-12,844.5900418696975,839.8572387695312,16659001
2023-01-13,843.8093564017448,852.3479614257812,11223103
2023-01-16,856.05621828147,844.3461303710938,8319812
2023-01-17,846.0050363579256,844.24853515625,12624859
2023-01-18,843.5654250474721,848.493408203125,11313898
2023-01-19,847.029646532359,845.224365234375,6694679
2023-01-20,852.3967978123699,849.3228759765625,8127162
2023-01-23,860.6914050079915,850.6402587890625,16882379
2023-01-24,857.7639423012221,849.7132568359375,11504090
2023-01-25,852.2015435388557,834.6364135742188,14918485
2023-01-27,818.876683833697,797.4569702148438,39718683
2023-01-30,780.6724228711294,803.6046752929688,36301441
2023-01-31,806.0442748819686,811.8017578125,27291226
2023-02-01,823.0727675844201,827.4640502929688,39237711
2023-02-02,808.3863483354639,837.1736450195312,16798190
2023-02-03,843.7605304527782,842.9310302734375,14914366
2023-02-06,840.6866790648273,833.0751342773438,8463833
2023-02-07,834.3437126381102,832.1480712890625,9337066
2023-02-08,831.9040805956793,838.3446044921875,8082983
2023-02-09,837.7591186687812,840.0035400390625,6299265
2023-02-10,834.8804375621235,833.2214965820312,8656405
2023-02-13,832.7823775217515,830.0988159179688,9394365
2023-02-14,833.2702896230664,844.3948364257812,13402934
2023-02-15,845.4683000864001,849.761962890625,12070288
2023-02-16,854.787605159296,848.4446411132812,10715685
2023-02-17,846.5905434062581,841.8089599609375,9990618
2023-02-20,841.8088986592531,831.5137329101562,9013430
2023-02-21,833.7582293477933,833.5630493164062,11704445
2023-02-22,830.6842687366475,818.9741821289062,13880984
2023-02-23,816.3394563163132,819.462158203125,11743574
2023-02-24,823.560652457791,819.413330078125,8246139
2023-02-27,813.4119068231814,835.7098999023438,14422574
2023-02-28,834.2461053006881,834.197265625,19600146
2023-03-01,843.1262893169088,835.6123046875,11015843
2023-03-02,832.3920183025423,833.3678588867188,12327141
2023-03-03,836.0514981986004,847.56640625,12823098
2023-03-06,850.6890680812614,846.7857055664062,13904231
2023-03-08,845.7122342431666,851.030517578125,16144568
2023-03-09,846.2489584201631,835.270751953125,10624440
2023-03-10,824.2925755972103,822.2921142578125,17273189
2023-03-13,821.1210600737454,808.3863525390625,16413159
2023-03-14,807.0201425209714,810.2891845703125,15456802
2023-03-15,816.2418837869195,805.94677734375,12914488
2023-03-16,809.6549194526357,803.9950561523438,14987868
2023-03-17,811.7041893648593,816.0466918945312,11104490
2023-03-20,816.778643817747,816.241943359375,14838651
2023-03-21,822.6335934511657,831.8065185546875,18755854
2023-03-22,836.9297092178792,839.4180908203125,17431520
2023-03-23,836.2954390482155,834.7828979492188,17920621
2023-03-24,831.9040787866177,831.8065185546875,17295696
2023-03-27,834.2949265553112,828.1959228515625,17047675
2023-03-28,834.8803919931624,834.0997314453125,24469018
2023-03-29,836.3441310294944,830.4403076171875,34881515
2023-03-31,841.1258033201476,856.05615234375,25739021
2023-04-03,858.9348737808818,862.4478759765625,26416933
2023-04-05,865.1802578730985,863.2285766601562,21068934
2023-04-06,860.6914189453125,853.8605346679688,26042745
2023-04-10,858.7884767219354,847.46875,30906205
2023-04-11,852.5919670233527,860.5938720703125,39504022
2023-04-12,862.1064479136913,868.6445922851562,22686032
2023-04-13,869.5715361080806,877.2807006835938,34439635
2023-04-17,895.1385965391224,879.525146484375,29957514
2023-04-18,886.0144217796876,875.1825561523438,26699379
2023-04-19,874.2555961921902,870.3522338867188,24377956
2023-04-20,870.6937889701342,872.7918701171875,16999919
2023-04-21,872.9381803026192,864.2532348632812,29578071
2023-04-24,883.135744818471,882.8917846679688,30881665
2023-04-25,884.4043683667354,891.3816528320312,41383839
2023-04-26,889.429955738027,892.8453979492188,30371555
2023-04-27,887.5269819129636,896.1631469726562,25835108
2023-04-28,892.9917223591818,895.4801635742188,20381002
2023-05-02,901.676752879296,899.8226318359375,17515017
2023-05-03,897.33418140065,900.554443359375,18715142
2023-05-04,897.773371044411,899.4323120117188,20485002
2023-05-05,902.6525189158281,904.555419921875,19002035
2023-05-08,904.6041592669378,915.2408447265625,18623913
2023-05-09,918.2660247654843,911.8255004882812,21507610
2023-05-10,912.0206270874658,913.4356079101562,25910923
2023-05-11,917.3389010960858,916.5094604492188,20027372
2023-05-12,917.0461850344827,921.095947265625,13873480
2023-05-15,920.9495639221207,922.9012451171875,10453762
2023-05-16,927.0485362203852,923.4866943359375,19612293
2023-05-17,924.4138288097396,916.6558837890625,19273344
2023-05-18,925.0481595708952,923.6331787109375,21550141
2023-05-19,928.4635680040531,931.2446899414062,15427412
2023-05-22,928.0732370849948,927.39013671875,15509525
2023-05-23,929.0002544091722,930.366455078125,16579935
2023-05-24,923.8282619002744,917.9244384765625,18049620
2023-05-25,914.3626768370067,917.143798828125,19328582
2023-05-26,917.0950028696642,927.731689453125,10957182
2023-05-29,930.8055912909057,925.2433471679688,12108079
2023-05-30,922.5109142673763,926.9998168945312,18483624
2023-05-31,926.5606365918726,926.2191162109375,27254425
2023-06-01,931.1958437509088,913.4843139648438,21650700
2023-06-02,920.2176662665535,915.48486328125,12494376
2023-06-05,920.2176729962289,923.8770751953125,10751684
2023-06-06,923.6331390198327,919.3394165039062,11894330
2023-06-07,921.5350543493884,917.4853515625,16486469
2023-06-08,913.9722044059886,915.2408447265625,17608140
2023-06-09,918.6563698311431,915.3872680664062,12253128
2023-06-12,915.3384739939503,913.3380126953125,10520125
2023-06-13,913.2892496101983,920.75439453125,13528776
2023-06-14,923.1939743649098,917.094970703125,13489262
2023-06-15,917.9732552476846,904.2138671875,19366819
2023-06-16,906.8487279588853,911.63037109375,11249387
2023-06-19,910.9472166078564,900.8472900390625,19351375
2023-06-20,898.7004270111945,903.1892700195312,15212286
2023-06-21,905.580064269418,902.3598022460938,9210553
2023-06-22,902.0670994269971,903.3844604492188,27291569
2023-06-23,903.6771633220311,901.1887817382812,8767733
2023-06-26,904.701816042341,905.0433959960938,11749040
2023-06-27,907.5317104410219,913.4843139648438,13422726
2023-06-28,921.1935016587148,914.8017578125,25708001
2023-06-30,917.7780520093211,912.0205688476562,13843218
2023-07-03,914.36260024857,919.7785034179688,12350359
2023-07-04,924.3649684244667,921.8765869140625,14041699
2023-07-05,919.2906163148466,934.8552856445312,13817767
2023-07-06,931.6350338444386,936.2214965820312,16334427
2023-07-07,929.9760462814668,923.5355224609375,8593807
2023-07-10,923.1452024012996,925.4872436523438,12069184
