Price,Open,Close,Volume
Ticker,AMZN,AMZN,AMZN
Date,,,
2023-01-03,85.45999908447266,85.81999969482422,76706000
2023-01-04,86.55000305175781,85.13999938964844,68885100
2023-01-05,85.33000183105469,83.12000274658203,67930800
2023-01-06,83.02999877929688,86.08000183105469,83303400
2023-01-09,87.45999908447266,87.36000061035156,65266100
2023-01-10,87.56999969482422,89.87000274658203,67756600
2023-01-11,90.93000030517578,95.08999633789062,103126200
2023-01-12,96.93000030517578,95.2699966430664,85254800
2023-01-13,94.18000030517578,98.12000274658203,85549400
2023-01-17,98.68000030517578,96.05000305175781,72755000
2023-01-18,97.25,95.45999908447266,79570400
2023-01-19,94.73999786376953,93.68000030517578,69002700
2023-01-20,93.86000061035156,97.25,67481500
2023-01-23,97.55999755859375,97.5199966430664,76501100
2023-01-24,96.93000030517578,96.31999969482422,66929500
2023-01-25,92.55999755859375,97.18000030517578,94261600
2023-01-26,98.23999786376953,99.22000122070312,68523600
2023-01-27,99.52999877929688,102.23999786376953,87775600
2023-01-30,101.08999633789062,100.55000305175781,70691900
2023-01-31,101.16000366210938,103.12999725341797,66527300
2023-02-01,102.52999877929688,105.1500015258789,80450100
2023-02-02,110.25,112.91000366210938,158154200
2023-02-03,105.26000213623047,103.38999938964844,144374800
2023-02-06,102.93000030517578,102.18000030517578,81945200
2023-02-07,101.16999816894531,102.11000061035156,119501300
2023-02-08,102.04000091552734,100.05000305175781,75878300
2023-02-09,101.31999969482422,98.23999786376953,64622500
2023-02-10,97.55999755859375,97.61000061035156,52740100
2023-02-13,97.8499984741211,99.54000091552734,52841500
2023-02-14,98.41000366210938,99.69999694824219,56202900
2023-02-15,99.08999633789062,101.16000366210938,47957600
2023-02-16,99.20999908447266,98.1500015258789,56339200
2023-02-17,97.80000305175781,97.19999694824219,60029400
2023-02-21,95.33999633789062,94.58000183105469,56580400
2023-02-22,95.0999984741211,95.79000091552734,59534100
2023-02-23,96.12000274658203,95.81999969482422,48467000
2023-02-24,93.52999877929688,93.5,57053800
2023-02-27,94.27999877929688,93.76000213623047,47470300
2023-02-28,93.13999938964844,94.2300033569336,43959300
2023-03-01,93.87000274658203,92.16999816894531,52299500
2023-03-02,91.41000366210938,92.12999725341797,55509400
2023-03-03,92.73999786376953,94.9000015258789,55759600
2023-03-06,95.19000244140625,93.75,52112400
2023-03-07,94.05999755859375,93.55000305175781,49100700
2023-03-08,93.5999984741211,93.91999816894531,44899100
2023-03-09,93.68000030517578,92.25,56218700
2023-03-10,92.66999816894531,90.7300033569336,69827500
2023-03-13,89.97000122070312,92.43000030517578,72397100
2023-03-14,93.83000183105469,94.87999725341797,60912700
2023-03-15,93.22000122070312,96.19999694824219,70731800
2023-03-16,95.75,100.04000091552734,84446900
2023-03-17,99.79000091552734,98.94999694824219,87300200
2023-03-20,98.41000366210938,97.70999908447266,62388900
2023-03-21,98.13999938964844,100.61000061035156,58597300
2023-03-22,100.44999694824219,98.69999694824219,57475400
2023-03-23,100.43000030517578,98.70999908447266,57559300
2023-03-24,98.06999969482422,98.12999725341797,56095400
2023-03-27,99.06999969482422,98.04000091552734,46721300
2023-03-28,98.11000061035156,97.23999786376953,38720100
2023-03-29,98.69000244140625,100.25,49783300
2023-03-30,101.55000305175781,102.0,53633400
2023-03-31,102.16000366210938,103.29000091552734,56750300
2023-04-03,102.30000305175781,102.41000366210938,41135700
2023-04-04,102.75,103.94999694824219,48662500
2023-04-05,103.91000366210938,101.0999984741211,45175400
2023-04-06,100.75,102.05999755859375,43808000
2023-04-10,100.95999908447266,102.16999816894531,37261200
2023-04-11,100.80000305175781,99.91999816894531,60417800
2023-04-12,100.4000015258789,97.83000183105469,56735000
2023-04-13,98.94999694824219,102.4000015258789,67925100
2023-04-14,102.06999969482422,102.51000213623047,51450500
2023-04-17,103.16000366210938,102.73999786376953,39919500
2023-04-18,103.94999694824219,102.30000305175781,39790500
2023-04-19,101.58000183105469,104.30000305175781,58398900
2023-04-20,103.52999877929688,103.80999755859375,57696900
2023-04-21,106.0999984741211,106.95999908447266,86774200
2023-04-24,107.66000366210938,106.20999908447266,69575600
2023-04-25,104.91000366210938,102.56999969482422,65026800
2023-04-26,105.04000091552734,104.9800033569336,73803800
2023-04-27,108.16000366210938,109.81999969482422,149961200
2023-04-28,107.7300033569336,105.44999694824219,130715900
2023-05-01,104.94999694824219,102.05000305175781,74728100
2023-05-02,101.47000122070312,103.62999725341797,73469400
2023-05-03,103.73999786376953,103.6500015258789,65051900
2023-05-04,104.04000091552734,104.0,45345500
2023-05-05,104.2699966430664,105.66000366210938,56951700
2023-05-08,105.04000091552734,105.83000183105469,49430900
2023-05-09,105.4800033569336,106.62000274658203,44089400
2023-05-10,108.0999984741211,110.19000244140625,78627600
2023-05-11,111.02999877929688,112.18000030517578,74924800
2023-05-12,112.16000366210938,110.26000213623047,49852700
2023-05-15,111.1500015258789,111.19999694824219,53011100
2023-05-16,111.05000305175781,113.4000015258789,71472900
2023-05-17,114.88999938964844,115.5,65655200
2023-05-18,116.69000244140625,118.1500015258789,73174100
2023-05-19,118.16000366210938,116.25,55056300
2023-05-22,116.7699966430664,115.01000213623047,70741100
2023-05-23,114.2699966430664,114.98999786376953,67576300
2023-05-24,115.3499984741211,116.75,63487900
2023-05-25,116.62999725341797,115.0,66496700
2023-05-26,116.04000091552734,120.11000061035156,96779900
2023-05-30,122.37000274658203,121.66000366210938,64314800
2023-05-31,121.44999694824219,120.58000183105469,72800800
2023-06-01,120.69000244140625,122.7699966430664,54375100
2023-06-02,124.91999816894531,124.25,61264400
2023-06-05,123.36000061035156,125.30000305175781,47950100
2023-06-06,125.06999969482422,126.61000061035156,45695200
2023-06-07,127.01000213623047,121.2300033569336,95663300
2023-06-08,123.01000213623047,124.25,62159300
2023-06-09,124.08000183105469,123.43000030517578,51396000
2023-06-12,124.0199966430664,126.56999969482422,51338000
2023-06-13,128.1199951171875,126.66000366210938,50564800
2023-06-14,126.69999694824219,126.41999816894531,52422500
2023-06-15,125.20999908447266,127.11000061035156,60458500
2023-06-16,127.70999908447266,125.48999786376953,84247100
2023-06-20,124.97000122070312,125.77999877929688,56930100
2023-06-21,125.63999938964844,124.83000183105469,52137700
2023-06-22,125.30999755859375,130.14999389648438,90354600
2023-06-23,129.11000061035156,129.3300018310547,71927800
2023-06-26,129.3300018310547,127.33000183105469,59989300
2023-06-27,128.6300048828125,129.17999267578125,46801000
2023-06-28,128.94000244140625,129.0399932861328,52149500
2023-06-29,128.77000427246094,127.9000015258789,40761000
2023-06-30,129.47000122070312,130.36000061035156,54350700
2023-07-03,130.82000732421875,130.22000122070312,28264800
2023-07-05,130.24000549316406,130.3800048828125,35895400
2023-07-06,128.25,128.36000061035156,40639900
2023-07-07,128.58999633789062,129.77999877929688,41992300
2023-07-10,129.07000732421875,127.12999725341797,61889300
2023-07-11,127.75,128.77999877929688,49951500
2023-07-12,130.30999755859375,130.8000030517578,54022800
2023-07-13,134.0399932861328,134.3000030517578,61170900
2023-07-14,134.05999755859375,134.67999267578125,54487100
2023-07-17,134.55999755859375,133.55999755859375,48450200
